EW,0.275388967
CI,0.274070543
WFC,0.273472429
HOG,0.27327249
AKAM,0.267348203
PWR,0.266945218
NYX,0.266666667
WMB,0.266047951
PCL,0.26554478
CERN,0.265469388
BLL,0.265196494
AFL,0.263859148
ZMH,0.261783078
AVY,0.261560694
SPG,0.26018334
LIFE,0.260087381
ECL,0.259635599
CCE,0.259126984
MCK,0.255958549
CMI,0.252166879
TRV,0.248609179
FHN,0.243412798
LLY,0.24231738
MHP,0.241935484
LEG,0.240091116
TER,0.239178283
KIM,0.238461538
M,0.237944162
AXP,0.235863255
EOG,0.234314327
YHOO,0.233725976
TEL,0.233632436
RTN,0.233076264
KMX,0.231627297
PCAR,0.229534947
F,0.226325758
MSI,0.225891678
FITB,0.224818695
HOT,0.224071703
VTR,0.22297808
AIV,0.216726619
ADT,0.216378859
LTD,0.216020672
VFC,0.213585209
ADI,0.212802768
GE,0.212593876
UNP,0.212226401
USB,0.209848485
BEAM,0.209463473
BMC,0.208663819
ESRX,0.20832401
TMK,0.204709723
PFE,0.204032645
ABT,0.202938476
AON,0.202898551
CVS,0.202736318
SYMC,0.202555911
LUV,0.200468933
HON,0.198677998
BLK,0.198457792
CMA,0.197789183
SRCL,0.197125257
BF-B,0.197009841
HSY,0.196091421
NOC,0.195894532
LMT,0.195156695
HBAN,0.194392523
HRB,0.194212219
PFG,0.193804939
CTAS,0.193115519
PXD,0.192148529
STT,0.19193712
SIAL,0.191193136
KMB,0.191168172
DHR,0.190628328
ARG,0.190066484
LSI,0.188235294
LLTC,0.187262028
VIAB,0.186768677
BBT,0.185743381
HAR,0.185342539
MOLX,0.184142114
A,0.183921342
PDCO,0.183609959
FLR,0.183081571
SBUX,0.182840759
HCN,0.182291667
LLL,0.182224965
TGT,0.181745556
HAS,0.181309641
ABC,0.179459164
NEE,0.179307994
WAT,0.176502363
BRK-B,0.175622543
ACE,0.175604007
T,0.174973858
EMC,0.17455896
EMR,0.173498781
FOSL,0.173135081
DTV,0.173058934
ROK,0.172062517
WMT,0.169924554
TROW,0.168910429
NE,0.168848607
IRM,0.168611216
DOW,0.167991329
FRX,0.167217449
MMM,0.166603845
ADSK,0.165512694
CELG,0.160798817
CCL,0.160669192
CAG,0.160047188
CL,0.159365643
IPG,0.158780231
DOV,0.157069907
DPS,0.155334728
WAG,0.152600436
BCR,0.152322565
UTX,0.151502387
CMS,0.150542709
PCP,0.150300601
DTE,0.149502297
QCOM,0.148959881
CTSH,0.148810449
ROST,0.148651518
BMS,0.148249828
OMC,0.147977941
CAM,0.147794267
MNST,0.146950293
XLNX,0.146786057
GNW,0.146564885
YUM,0.146210944
PCS,0.14516129
BRCM,0.144383184
INTU,0.143186623
DE,0.14281936
RHI,0.142139268
MUR,0.141679448
K,0.141659853
HCP,0.141557128
KMI,0.141518578
CLX,0.138901851
XRAY,0.138545559
PH,0.137469912
MOS,0.136920297
VZ,0.131833639
CA,0.131822863
NUE,0.131323722
SJM,0.131313131
MRK,0.131251727
CTL,0.130962706
CFN,0.124754034
ETFC,0.124371859
EIX,0.124129353
BWA,0.123627236
SWK,0.123481166
NU,0.122665901
SYK,0.121063395
MMC,0.120611183
KEY,0.119680851
SYY,0.118727915
ORLY,0.118449031
MO,0.117270789
CSCO,0.115843271
AET,0.115634787
TSS,0.1144641
FDO,0.114411248
PSA,0.112765794
CB,0.112719752
JNJ,0.108475648
HNZ,0.107101727
MDT,0.106555166
PM,0.106495568
WYNN,0.10642274
FDX,0.105326585
PNW,0.103463203
PGR,0.102979613
MWV,0.101624611
FAST,0.1004954
RSG,0.099737533
PRU,0.098907892
JWN,0.098111658
OI,0.09752322
GWW,0.097510711
KR,0.096964587
PAYX,0.096614951
RL,0.095906433
CVC,0.095307918
GOOG,0.095185013
EQT,0.094248609
CPB,0.094073377
AMAT,0.092645654
COP,0.091884767
AZO,0.090654522
L,0.089280941
WEC,0.089269879
NBL,0.088128342
HRL,0.087835483
TXN,0.087293207
VRSN,0.086786114
LM,0.08660752
NKE,0.086544536
CME,0.086406518
UNH,0.086103324
NI,0.085951134
BXP,0.085676175
ADP,0.085414681
GD,0.08217466
AEP,0.082150101
HST,0.081435473
CTXS,0.080698287
MET,0.079292267
GME,0.079139785
STJ,0.078484035
AN,0.07675617
WM,0.076579451
LO,0.075101364
COL,0.073049253
BSX,0.073033708
DNR,0.072847682
PRGO,0.072584803
GPC,0.072537112
BDX,0.07241805
MRO,0.072402938
DNB,0.072110142
XYL,0.071993671
DG,0.071706368
PLL,0.070147398
AVB,0.068226582
GRMN,0.067312729
EL,0.065883191
KO,0.065236556
PEP,0.063899254
IBM,0.059223623
ISRG,0.059091596
MSFT,0.057821782
LUK,0.057333333
SCG,0.05697082
RAI,0.056079531
BA,0.05222005
PG,0.052068805
SEE,0.051020408
CVX,0.050616924
MDLZ,0.050350805
JEC,0.049038935
AGN,0.047863834
XOM,0.047060247
VAR,0.04632802
SWN,0.046023795
PX,0.045367717
VNO,0.043318349
UPS,0.038596985
CAH,0.038325769
PNC,0.036622222
QEP,0.035934292
GIS,0.032703117
RDC,0.030992417
NDAQ,0.030940594
SLB,0.030023781
HSP,0.028646691
ICE,0.027042721
DRI,0.025950376
EQR,0.024403471
PPL,0.023596711
WPO,0.021995243
POM,0.021354167
KLAC,0.020730925
KRFT,0.019735367
DD,0.017416874
PCG,0.01721519
RRC,0.016995792
APD,0.01694505
D,0.016483516
HAL,0.016407852
AA,0.016393443
CAT,0.015986395
DGX,0.014979969
OKE,0.014957265
TEG,0.013586957
TAP,0.013500711
DUK,0.01318088
NOV,0.011992893
UNM,0.010679612
MU,0.007949126
LH,0.007560777
JCI,0.006563833
XEL,0.004890895
ANF,-0.000625
CNP,-0.001556017
GLW,-0.002371542
PBCT,-0.008203445
JBL,-0.008226221
FE,-0.011129529
GAS,-0.011133102
ADM,-0.01827957
EXPD,-0.020069376
APC,-0.021721959
LRCX,-0.024041059
DLTR,-0.024061598
AEE,-0.024761905
GT,-0.025405787
MJN,-0.02601626
PEG,-0.028879721
HP,-0.034809581
R,-0.034982605
BBBY,-0.035535622
SO,-0.035593602
JNPR,-0.036256737
BMY,-0.038075561
CSX,-0.038967365
FCX,-0.040134718
TSN,-0.046214356
SAI,-0.05033557
HES,-0.06049317
WLP,-0.062913398
ALTR,-0.063453159
ED,-0.067338371
MCHP,-0.071509972
CHRW,-0.073970998
COH,-0.074061718
SE,-0.074687394
NTAP,-0.074993107
TE,-0.079626579
ETR,-0.083656749
FFIV,-0.084526951
FSLR,-0.085900474
FTR,-0.087420043
X,-0.091428571
AES,-0.09245123
MCD,-0.092583068
FLIR,-0.0978173
KSS,-0.105142619
SWY,-0.107548101
CNX,-0.109322974
NVDA,-0.109658678
SNDK,-0.116033327
TIF,-0.116623016
CMG,-0.119263339
INTC,-0.120307167
XRX,-0.123393316
APA,-0.127001779
NSC,-0.127539503
AIZ,-0.13552566
JOY,-0.139619587
AVP,-0.143198091
BHI,-0.148958333
DVN,-0.149256171
SPLS,-0.151154133
OXY,-0.160990034
IGT,-0.162034299
NBR,-0.166666667
FTI,-0.179973195
WPX,-0.181067694
BTU,-0.186238532
NEM,-0.204249486
HUM,-0.205855126
WIN,-0.221072437
WU,-0.234533183
CHK,-0.241442264
BIG,-0.246292373
EXC,-0.273748474
NFX,-0.290219984
EA,-0.295145631
DELL,-0.295833333
ATI,-0.351420637
CLF,-0.352852349
PBI,-0.363636364
HPQ,-0.431137725
JCP,-0.432805755
BBY,-0.472864769
AMD,-0.555555556
APOL,-0.611657694
